hour,city,latitude,longitude,temp,wind_speed,humidity,date,temp_category,wind_category,humidity_category
0,Hyderabad,17.398945,78.457085,26.0,12.4,75,2026-05-28,Medium,High,High
1,Hyderabad,17.398945,78.457085,26.2,11.5,76,2026-05-28,Medium,High,High
2,Hyderabad,17.398945,78.457085,27.4,10.2,74,2026-05-28,Medium,High,High
3,Hyderabad,17.398945,78.457085,29.1,12.3,67,2026-05-28,Medium,High,High
4,Hyderabad,17.398945,78.457085,30.8,12.9,58,2026-05-28,Medium,High,Moderate
5,Hyderabad,17.398945,78.457085,32.7,12.3,51,2026-05-28,Hot,High,Moderate
6,Hyderabad,17.398945,78.457085,33.3,11.5,48,2026-05-28,Hot,High,Moderate
7,Hyderabad,17.398945,78.457085,34.6,10.3,44,2026-05-28,Hot,High,Moderate
8,Hyderabad,17.398945,78.457085,35.5,9.5,40,2026-05-28,Hot,Moderate,Moderate
9,Hyderabad,17.398945,78.457085,36.0,8.4,37,2026-05-28,Hot,Moderate,Moderate
10,Hyderabad,17.398945,78.457085,36.2,8.0,36,2026-05-28,Hot,Moderate,Moderate
11,Hyderabad,17.398945,78.457085,36.0,7.9,35,2026-05-28,Hot,Moderate,Moderate
12,Hyderabad,17.398945,78.457085,34.8,6.8,39,2026-05-28,Hot,Moderate,Moderate
13,Hyderabad,17.398945,78.457085,33.9,1.3,47,2026-05-28,Hot,Low,Moderate
14,Hyderabad,17.398945,78.457085,31.4,9.4,60,2026-05-28,Medium,Moderate,Moderate
15,Hyderabad,17.398945,78.457085,30.6,6.6,63,2026-05-28,Medium,Moderate,High
16,Hyderabad,17.398945,78.457085,30.7,5.4,61,2026-05-28,Medium,Moderate,High
17,Hyderabad,17.398945,78.457085,30.0,7.2,61,2026-05-28,Medium,Moderate,High
18,Hyderabad,17.398945,78.457085,29.0,7.1,65,2026-05-28,Medium,Moderate,High
19,Hyderabad,17.398945,78.457085,28.6,7.9,66,2026-05-28,Medium,Moderate,High
20,Hyderabad,17.398945,78.457085,28.4,8.7,65,2026-05-28,Medium,Moderate,High
21,Hyderabad,17.398945,78.457085,28.0,8.9,65,2026-05-28,Medium,Moderate,High
22,Hyderabad,17.398945,78.457085,28.1,14.7,63,2026-05-28,Medium,High,High
23,Hyderabad,17.398945,78.457085,27.6,15.5,63,2026-05-28,Medium,Very High,High
0,Hyderabad,17.398945,78.457085,27.4,13.3,66,2026-05-29,Medium,High,High
1,Hyderabad,17.398945,78.457085,27.6,14.4,67,2026-05-29,Medium,High,High
2,Hyderabad,17.398945,78.457085,28.6,13.5,66,2026-05-29,Medium,High,High
3,Hyderabad,17.398945,78.457085,30.1,14.0,62,2026-05-29,Medium,High,High
4,Hyderabad,17.398945,78.457085,32.0,14.5,54,2026-05-29,Medium,High,Moderate
5,Hyderabad,17.398945,78.457085,33.8,14.7,47,2026-05-29,Hot,High,Moderate
6,Hyderabad,17.398945,78.457085,35.5,14.3,42,2026-05-29,Hot,High,Moderate
7,Hyderabad,17.398945,78.457085,36.7,13.7,37,2026-05-29,Hot,High,Moderate
8,Hyderabad,17.398945,78.457085,37.3,12.8,34,2026-05-29,Hot,High,Moderate
9,Hyderabad,17.398945,78.457085,37.7,11.4,32,2026-05-29,Hot,High,Moderate
10,Hyderabad,17.398945,78.457085,37.7,10.5,31,2026-05-29,Hot,High,Moderate
11,Hyderabad,17.398945,78.457085,37.5,9.7,31,2026-05-29,Hot,Moderate,Moderate
12,Hyderabad,17.398945,78.457085,36.5,11.6,33,2026-05-29,Hot,High,Moderate
13,Hyderabad,17.398945,78.457085,34.2,12.7,42,2026-05-29,Hot,High,Moderate
14,Hyderabad,17.398945,78.457085,33.5,7.9,43,2026-05-29,Hot,Moderate,Moderate
15,Hyderabad,17.398945,78.457085,32.4,9.6,47,2026-05-29,Hot,Moderate,Moderate
16,Hyderabad,17.398945,78.457085,31.5,9.8,49,2026-05-29,Medium,Moderate,Moderate
17,Hyderabad,17.398945,78.457085,31.1,10.2,49,2026-05-29,Medium,High,Moderate
18,Hyderabad,17.398945,78.457085,30.7,10.1,51,2026-05-29,Medium,High,Moderate
19,Hyderabad,17.398945,78.457085,30.5,12.2,50,2026-05-29,Medium,High,Moderate
20,Hyderabad,17.398945,78.457085,30.1,14.4,50,2026-05-29,Medium,High,Moderate
21,Hyderabad,17.398945,78.457085,29.5,13.5,52,2026-05-29,Medium,High,Moderate
22,Hyderabad,17.398945,78.457085,29.0,4.8,58,2026-05-29,Medium,Low,Moderate
23,Hyderabad,17.398945,78.457085,27.6,7.9,61,2026-05-29,Medium,Moderate,High
0,Hyderabad,17.398945,78.457085,27.2,10.3,65,2026-05-30,Medium,High,High
1,Hyderabad,17.398945,78.457085,27.8,9.2,65,2026-05-30,Medium,Moderate,High
2,Hyderabad,17.398945,78.457085,29.0,12.5,63,2026-05-30,Medium,High,High
3,Hyderabad,17.398945,78.457085,30.5,14.3,55,2026-05-30,Medium,High,Moderate
4,Hyderabad,17.398945,78.457085,32.5,14.6,45,2026-05-30,Hot,High,Moderate
5,Hyderabad,17.398945,78.457085,34.3,14.6,36,2026-05-30,Hot,High,Moderate
6,Hyderabad,17.398945,78.457085,35.8,13.4,30,2026-05-30,Hot,High,Low
7,Hyderabad,17.398945,78.457085,36.8,12.0,27,2026-05-30,Hot,High,Low
8,Hyderabad,17.398945,78.457085,37.2,10.6,26,2026-05-30,Hot,High,Low
9,Hyderabad,17.398945,78.457085,37.5,10.6,26,2026-05-30,Hot,High,Low
10,Hyderabad,17.398945,78.457085,37.7,10.8,25,2026-05-30,Hot,High,Low
11,Hyderabad,17.398945,78.457085,37.5,10.5,25,2026-05-30,Hot,High,Low
12,Hyderabad,17.398945,78.457085,36.7,12.2,27,2026-05-30,Hot,High,Low
13,Hyderabad,17.398945,78.457085,35.5,13.4,32,2026-05-30,Hot,High,Moderate
14,Hyderabad,17.398945,78.457085,34.5,11.0,35,2026-05-30,Hot,High,Moderate
15,Hyderabad,17.398945,78.457085,33.2,9.4,41,2026-05-30,Hot,Moderate,Moderate
16,Hyderabad,17.398945,78.457085,32.2,8.2,47,2026-05-30,Hot,Moderate,Moderate
17,Hyderabad,17.398945,78.457085,31.4,9.2,51,2026-05-30,Medium,Moderate,Moderate
18,Hyderabad,17.398945,78.457085,30.8,8.9,52,2026-05-30,Medium,Moderate,Moderate
19,Hyderabad,17.398945,78.457085,30.2,8.1,52,2026-05-30,Medium,Moderate,Moderate
20,Hyderabad,17.398945,78.457085,29.6,8.8,54,2026-05-30,Medium,Moderate,Moderate
21,Hyderabad,17.398945,78.457085,28.9,9.9,58,2026-05-30,Medium,Moderate,Moderate
22,Hyderabad,17.398945,78.457085,28.6,11.2,58,2026-05-30,Medium,High,Moderate
23,Hyderabad,17.398945,78.457085,28.7,12.3,57,2026-05-30,Medium,High,Moderate
0,Hyderabad,17.398945,78.457085,28.5,13.4,54,2026-05-31,Medium,High,Moderate
1,Hyderabad,17.398945,78.457085,28.6,11.8,54,2026-05-31,Medium,High,Moderate
2,Hyderabad,17.398945,78.457085,29.6,15.4,51,2026-05-31,Medium,Very High,Moderate
3,Hyderabad,17.398945,78.457085,30.9,16.3,46,2026-05-31,Medium,Very High,Moderate
4,Hyderabad,17.398945,78.457085,32.2,14.4,43,2026-05-31,Hot,High,Moderate
5,Hyderabad,17.398945,78.457085,33.6,11.7,41,2026-05-31,Hot,High,Moderate
6,Hyderabad,17.398945,78.457085,35.0,10.5,37,2026-05-31,Hot,High,Moderate
7,Hyderabad,17.398945,78.457085,36.2,11.8,34,2026-05-31,Hot,High,Moderate
8,Hyderabad,17.398945,78.457085,36.6,11.2,34,2026-05-31,Hot,High,Moderate
9,Hyderabad,17.398945,78.457085,37.2,11.3,31,2026-05-31,Hot,High,Moderate
10,Hyderabad,17.398945,78.457085,37.3,11.5,30,2026-05-31,Hot,High,Low
11,Hyderabad,17.398945,78.457085,37.0,13.0,26,2026-05-31,Hot,High,Low
12,Hyderabad,17.398945,78.457085,36.1,12.5,27,2026-05-31,Hot,High,Low
13,Hyderabad,17.398945,78.457085,35.5,11.7,27,2026-05-31,Hot,High,Low
14,Hyderabad,17.398945,78.457085,35.1,8.0,28,2026-05-31,Hot,Moderate,Low
15,Hyderabad,17.398945,78.457085,34.3,4.9,32,2026-05-31,Hot,Low,Moderate
16,Hyderabad,17.398945,78.457085,33.0,1.9,37,2026-05-31,Hot,Low,Moderate
17,Hyderabad,17.398945,78.457085,32.3,3.6,38,2026-05-31,Hot,Low,Moderate
18,Hyderabad,17.398945,78.457085,31.9,5.9,39,2026-05-31,Medium,Moderate,Moderate
19,Hyderabad,17.398945,78.457085,30.7,2.7,43,2026-05-31,Medium,Low,Moderate
20,Hyderabad,17.398945,78.457085,29.5,6.7,47,2026-05-31,Medium,Moderate,Moderate
21,Hyderabad,17.398945,78.457085,28.5,8.2,51,2026-05-31,Medium,Moderate,Moderate
22,Hyderabad,17.398945,78.457085,25.5,12.8,68,2026-05-31,Medium,High,High
23,Hyderabad,17.398945,78.457085,24.3,9.0,75,2026-05-31,Cool,Moderate,High
0,Hyderabad,17.398945,78.457085,24.7,7.3,73,2026-06-01,Cool,Moderate,High
1,Hyderabad,17.398945,78.457085,25.8,8.1,68,2026-06-01,Medium,Moderate,High
2,Hyderabad,17.398945,78.457085,27.9,9.2,59,2026-06-01,Medium,Moderate,Moderate
3,Hyderabad,17.398945,78.457085,30.0,9.8,51,2026-06-01,Medium,Moderate,Moderate
4,Hyderabad,17.398945,78.457085,31.9,9.3,44,2026-06-01,Medium,Moderate,Moderate
5,Hyderabad,17.398945,78.457085,33.8,8.4,38,2026-06-01,Hot,Moderate,Moderate
6,Hyderabad,17.398945,78.457085,35.2,7.8,34,2026-06-01,Hot,Moderate,Moderate
7,Hyderabad,17.398945,78.457085,36.2,8.5,32,2026-06-01,Hot,Moderate,Moderate
8,Hyderabad,17.398945,78.457085,36.7,9.7,30,2026-06-01,Hot,Moderate,Low
9,Hyderabad,17.398945,78.457085,36.7,10.4,30,2026-06-01,Hot,High,Low
10,Hyderabad,17.398945,78.457085,36.0,10.6,32,2026-06-01,Hot,High,Moderate
11,Hyderabad,17.398945,78.457085,34.8,10.2,35,2026-06-01,Hot,High,Moderate
12,Hyderabad,17.398945,78.457085,33.6,9.4,38,2026-06-01,Hot,Moderate,Moderate
13,Hyderabad,17.398945,78.457085,32.7,8.3,42,2026-06-01,Hot,Moderate,Moderate
14,Hyderabad,17.398945,78.457085,31.9,6.7,46,2026-06-01,Medium,Moderate,Moderate
15,Hyderabad,17.398945,78.457085,31.1,5.0,51,2026-06-01,Medium,Low,Moderate
16,Hyderabad,17.398945,78.457085,30.6,3.1,54,2026-06-01,Medium,Low,Moderate
17,Hyderabad,17.398945,78.457085,30.2,2.4,57,2026-06-01,Medium,Low,Moderate
18,Hyderabad,17.398945,78.457085,29.4,3.5,61,2026-06-01,Medium,Low,High
19,Hyderabad,17.398945,78.457085,27.4,4.1,68,2026-06-01,Medium,Low,High
20,Hyderabad,17.398945,78.457085,24.8,4.8,78,2026-06-01,Cool,Low,High
21,Hyderabad,17.398945,78.457085,23.1,5.8,85,2026-06-01,Cool,Moderate,Very High
22,Hyderabad,17.398945,78.457085,22.8,6.4,88,2026-06-01,Cool,Moderate,Very High
23,Hyderabad,17.398945,78.457085,23.2,7.4,88,2026-06-01,Cool,Moderate,Very High
0,Hyderabad,17.398945,78.457085,24.0,7.9,85,2026-06-02,Cool,Moderate,Very High
1,Hyderabad,17.398945,78.457085,25.1,7.7,79,2026-06-02,Medium,Moderate,High
2,Hyderabad,17.398945,78.457085,26.7,7.2,70,2026-06-02,Medium,Moderate,High
3,Hyderabad,17.398945,78.457085,28.4,6.7,62,2026-06-02,Medium,Moderate,High
4,Hyderabad,17.398945,78.457085,30.2,6.4,54,2026-06-02,Medium,Moderate,Moderate
5,Hyderabad,17.398945,78.457085,32.2,6.3,46,2026-06-02,Hot,Moderate,Moderate
6,Hyderabad,17.398945,78.457085,33.8,5.7,41,2026-06-02,Hot,Moderate,Moderate
7,Hyderabad,17.398945,78.457085,34.8,4.4,38,2026-06-02,Hot,Low,Moderate
8,Hyderabad,17.398945,78.457085,35.3,2.7,37,2026-06-02,Hot,Low,Moderate
9,Hyderabad,17.398945,78.457085,35.5,1.3,37,2026-06-02,Hot,Low,Moderate
10,Hyderabad,17.398945,78.457085,35.4,0.6,37,2026-06-02,Hot,Low,Moderate
11,Hyderabad,17.398945,78.457085,35.0,0.9,38,2026-06-02,Hot,Low,Moderate
12,Hyderabad,17.398945,78.457085,34.3,1.0,39,2026-06-02,Hot,Low,Moderate
13,Hyderabad,17.398945,78.457085,33.6,3.0,42,2026-06-02,Hot,Low,Moderate
14,Hyderabad,17.398945,78.457085,32.8,6.4,46,2026-06-02,Hot,Moderate,Moderate
15,Hyderabad,17.398945,78.457085,31.7,8.9,50,2026-06-02,Medium,Moderate,Moderate
16,Hyderabad,17.398945,78.457085,30.1,9.7,56,2026-06-02,Medium,Moderate,Moderate
17,Hyderabad,17.398945,78.457085,28.3,10.3,62,2026-06-02,Medium,High,High
18,Hyderabad,17.398945,78.457085,26.9,11.0,68,2026-06-02,Medium,High,High
19,Hyderabad,17.398945,78.457085,26.3,10.1,72,2026-06-02,Medium,High,High
20,Hyderabad,17.398945,78.457085,26.1,8.6,75,2026-06-02,Medium,Moderate,High
21,Hyderabad,17.398945,78.457085,26.0,7.8,77,2026-06-02,Medium,Moderate,High
22,Hyderabad,17.398945,78.457085,25.6,7.6,78,2026-06-02,Medium,Moderate,High
23,Hyderabad,17.398945,78.457085,25.4,7.8,79,2026-06-02,Medium,Moderate,High
0,Hyderabad,17.398945,78.457085,25.5,8.5,78,2026-06-03,Medium,Moderate,High
1,Hyderabad,17.398945,78.457085,26.5,9.4,72,2026-06-03,Medium,Moderate,High
2,Hyderabad,17.398945,78.457085,27.8,10.6,65,2026-06-03,Medium,High,High
3,Hyderabad,17.398945,78.457085,29.3,11.2,58,2026-06-03,Medium,High,Moderate
4,Hyderabad,17.398945,78.457085,31.0,11.0,51,2026-06-03,Medium,High,Moderate
5,Hyderabad,17.398945,78.457085,33.0,10.5,45,2026-06-03,Hot,High,Moderate
6,Hyderabad,17.398945,78.457085,34.3,10.2,41,2026-06-03,Hot,High,Moderate
7,Hyderabad,17.398945,78.457085,34.5,11.2,42,2026-06-03,Hot,High,Moderate
8,Hyderabad,17.398945,78.457085,34.5,11.0,42,2026-06-03,Hot,High,Moderate
9,Hyderabad,17.398945,78.457085,34.2,10.7,43,2026-06-03,Hot,High,Moderate
10,Hyderabad,17.398945,78.457085,33.8,10.4,45,2026-06-03,Hot,High,Moderate
11,Hyderabad,17.398945,78.457085,33.2,10.1,47,2026-06-03,Hot,High,Moderate
12,Hyderabad,17.398945,78.457085,32.7,9.7,49,2026-06-03,Hot,Moderate,Moderate
